TPR,FPR,thresholds
0.0,0.0,2.0
0.04868913857677903,0.0,1.0
0.08838951310861423,0.0,0.9999998807907104
0.11385767790262172,0.0,0.9999997615814208
0.13183520599250936,0.0,0.9999996423721312
0.149063670411985,0.0,0.9999995231628418
0.16029962546816479,0.0016051364365971107,0.9999994039535522
0.17378277153558053,0.0016051364365971107,0.9999992847442628
0.18202247191011237,0.0016051364365971107,0.9999991655349731
0.1850187265917603,0.0016051364365971107,0.9999990463256836
0.19325842696629214,0.0016051364365971107,0.999998927116394
0.19850187265917604,0.0016051364365971107,0.9999988079071044
0.20524344569288389,0.0016051364365971107,0.9999986886978148
0.2104868913857678,0.0016051364365971107,0.9999985694885254
0.21348314606741572,0.0016051364365971107,0.9999984502792358
0.2209737827715356,0.0016051364365971107,0.9999983310699464
0.22621722846441947,0.0016051364365971107,0.9999982118606568
0.23071161048689137,0.0016051364365971107,0.9999980926513672
0.2352059925093633,0.0016051364365971107,0.999997854232788
0.24119850187265918,0.0032102728731942215,0.9999977350234984
0.2441947565543071,0.0032102728731942215,0.999997615814209
0.24868913857677902,0.004815409309791332,0.9999974966049194
0.2546816479400749,0.004815409309791332,0.9999972581863404
0.25617977528089886,0.004815409309791332,0.9999971389770508
0.2606741573033708,0.004815409309791332,0.9999970197677612
0.26816479400749066,0.004815409309791332,0.999996781349182
0.27265917602996254,0.004815409309791332,0.9999966621398926
0.27490636704119853,0.004815409309791332,0.999996542930603
0.2801498127340824,0.004815409309791332,0.9999964237213136
0.2846441947565543,0.004815409309791332,0.999996304512024
0.2876404494382023,0.006420545746388443,0.9999961853027344
0.2883895131086142,0.006420545746388443,0.9999960660934448
0.29288389513108615,0.006420545746388443,0.9999959468841552
0.29363295880149815,0.006420545746388443,0.9999958276748656
0.2958801498127341,0.006420545746388443,0.9999957084655762
0.299625468164794,0.006420545746388443,0.9999955892562866
0.30112359550561796,0.008025682182985553,0.9999954700469972
0.3041198501872659,0.008025682182985553,0.999995231628418
0.3048689138576779,0.008025682182985553,0.9999951124191284
0.3063670411985019,0.008025682182985553,0.9999949932098388
0.3093632958801498,0.008025682182985553,0.9999945163726808
0.31235955056179776,0.008025682182985553,0.9999943971633912
0.3153558052434457,0.008025682182985553,0.9999940395355223
0.31835205992509363,0.008025682182985553,0.9999939203262328
0.31985018726591763,0.008025682182985553,0.9999936819076538
0.3258426966292135,0.008025682182985553,0.999993085861206
0.32659176029962544,0.008025682182985553,0.999992847442627
0.32808988764044944,0.008025682182985553,0.9999927282333374
0.3303370786516854,0.008025682182985553,0.999992609024048
0.3310861423220974,0.009630818619582664,0.9999924898147584
0.3333333333333333,0.009630818619582664,0.9999923706054688
0.3348314606741573,0.009630818619582664,0.9999921321868896
0.33782771535580525,0.009630818619582664,0.9999920129776
0.33857677902621724,0.009630818619582664,0.9999918937683104
0.3408239700374532,0.009630818619582664,0.999991774559021
0.3430711610486891,0.009630818619582664,0.9999911785125732
0.3445692883895131,0.009630818619582664,0.9999908208847046
0.351310861423221,0.009630818619582664,0.9999895095825196
0.35580524344569286,0.009630818619582664,0.9999891519546508
0.35805243445692886,0.009630818619582664,0.9999889135360718
0.35805243445692886,0.011235955056179775,0.9999887943267822
0.3610486891385768,0.011235955056179775,0.999988317489624
0.36179775280898874,0.011235955056179775,0.9999880790710448
0.36254681647940074,0.012841091492776886,0.9999879598617554
0.36479400749063673,0.012841091492776886,0.99998676776886
0.36704119850187267,0.012841091492776886,0.9999866485595704
0.3685393258426966,0.012841091492776886,0.9999865293502808
0.3707865168539326,0.012841091492776886,0.999985694885254
0.37303370786516854,0.014446227929373997,0.9999855756759644
0.37453183520599254,0.014446227929373997,0.9999853372573853
0.37453183520599254,0.016051364365971106,0.9999850988388062
0.3752808988764045,0.016051364365971106,0.9999849796295166
0.3767790262172285,0.016051364365971106,0.999984860420227
0.38127340823970035,0.016051364365971106,0.9999830722808838
0.38277153558052435,0.016051364365971106,0.9999829530715942
0.3850187265917603,0.016051364365971106,0.9999823570251464
0.3865168539325843,0.016051364365971106,0.9999821186065674
0.3872659176029963,0.016051364365971106,0.9999815225601196
0.3880149812734082,0.01765650080256822,0.99998140335083
0.3880149812734082,0.019261637239165328,0.9999808073043824
0.3887640449438202,0.019261637239165328,0.9999805688858032
0.3887640449438202,0.02086677367576244,0.999980330467224
0.3902621722846442,0.02086677367576244,0.9999802112579346
0.3947565543071161,0.02086677367576244,0.9999790191650392
0.39775280898876403,0.02086677367576244,0.9999783039093018
0.398501872659176,0.02086677367576244,0.9999774694442748
0.4,0.02086677367576244,0.9999773502349854
0.4052434456928839,0.02086677367576244,0.9999738931655884
0.40749063670411984,0.02086677367576244,0.999972939491272
0.41273408239700377,0.02086677367576244,0.999970316886902
0.41273408239700377,0.02247191011235955,0.9999699592590332
0.4142322097378277,0.02247191011235955,0.999968409538269
0.4149812734082397,0.02247191011235955,0.99996817111969
0.4149812734082397,0.024077046548956663,0.999966025352478
0.41797752808988764,0.024077046548956663,0.9999651908874512
0.4217228464419476,0.024077046548956663,0.999963402748108
0.4217228464419476,0.025682182985553772,0.9999632835388184
0.42247191011235957,0.025682182985553772,0.9999631643295288
0.4239700374531835,0.025682182985553772,0.9999629259109496
0.42771535580524345,0.025682182985553772,0.999958038330078
0.42921348314606744,0.025682182985553772,0.9999579191207886
0.4307116104868914,0.025682182985553772,0.9999573230743408
0.4322097378277154,0.025682182985553772,0.9999570846557616
0.43820224719101125,0.025682182985553772,0.9999514818191528
0.4389513108614232,0.027287319422150885,0.9999510049819946
0.4411985018726592,0.027287319422150885,0.9999483823776244
0.4411985018726592,0.028892455858747994,0.999947428703308
0.44569288389513106,0.028892455858747994,0.999942421913147
0.44569288389513106,0.030497592295345103,0.999941349029541
0.4696629213483146,0.030497592295345103,0.999914288520813
0.4696629213483146,0.03210272873194221,0.9999138116836548
0.4794007490636704,0.03210272873194221,0.9998990297317504
0.4801498127340824,0.033707865168539325,0.9998989105224608
0.4801498127340824,0.03531300160513644,0.9998979568481444
0.49737827715355803,0.03531300160513644,0.9998570680618286
0.49737827715355803,0.03691813804173355,0.99985671043396
0.500374531835206,0.03691813804173355,0.9998399019241332
0.50187265917603,0.03691813804173355,0.9998389482498168
0.5026217228464419,0.03691813804173355,0.9998388290405272
0.5041198501872659,0.03691813804173355,0.9998371601104736
0.5063670411985018,0.03691813804173355,0.9998249411582948
0.5071161048689139,0.038523274478330656,0.999819815158844
0.5123595505617977,0.038523274478330656,0.9997982382774352
0.5138576779026217,0.038523274478330656,0.9997928738594056
0.5161048689138577,0.038523274478330656,0.9997817873954772
0.5161048689138577,0.04012841091492777,0.9997801184654236
0.5220973782771535,0.04012841091492777,0.9997329115867616
0.5220973782771535,0.04173354735152488,0.9997323155403136
0.5243445692883895,0.04173354735152488,0.9997090697288512
0.5243445692883895,0.04333868378812199,0.9997028708457948
0.5273408239700375,0.04333868378812199,0.9996988773345948
0.5273408239700375,0.0449438202247191,0.999697208404541
0.5295880149812734,0.0449438202247191,0.9996721744537354
0.5295880149812734,0.04654895666131621,0.9996547698974608
0.5310861423220974,0.04654895666131621,0.9996218681335448
0.5310861423220974,0.048154093097913325,0.999621033668518
0.5318352059925093,0.048154093097913325,0.9996176958084106
0.5318352059925093,0.051364365971107544,0.9996044039726256
0.5340823970037453,0.051364365971107544,0.9995720982551576
0.5340823970037453,0.052969502407704656,0.9995700716972352
0.5460674157303371,0.052969502407704656,0.9993784427642822
0.5460674157303371,0.056179775280898875,0.9993378520011902
0.547565543071161,0.056179775280898875,0.9993255138397216
0.5483146067415731,0.056179775280898875,0.9993228912353516
0.5498127340823971,0.056179775280898875,0.9993144273757936
0.5543071161048689,0.056179775280898875,0.9992708563804626
0.5543071161048689,0.05778491171749599,0.9992146492004396
0.5565543071161049,0.05778491171749599,0.9991580247879028
0.5565543071161049,0.0593900481540931,0.9991563558578492
0.5573033707865168,0.0593900481540931,0.9990699887275696
0.5573033707865168,0.060995184590690206,0.9990425705909728
0.5640449438202247,0.060995184590690206,0.9988564252853394
0.5655430711610487,0.060995184590690206,0.9988559484481812
0.5722846441947566,0.060995184590690206,0.9985178112983704
0.5737827715355805,0.060995184590690206,0.998479187488556
0.5760299625468165,0.060995184590690206,0.9984368681907654
0.5760299625468165,0.06260032102728733,0.9984336495399476
0.5767790262172284,0.06260032102728733,0.9984121322631836
0.5767790262172284,0.06420545746388442,0.9983583092689514
0.5782771535580524,0.06420545746388442,0.9983104467391968
0.5782771535580524,0.06581059390048154,0.9981836676597596
0.5790262172284644,0.06581059390048154,0.9980735778808594
0.5790262172284644,0.06902086677367576,0.9979615211486816
0.5827715355805243,0.06902086677367576,0.997829020023346
0.5842696629213483,0.06902086677367576,0.9977399110794068
0.5842696629213483,0.07062600321027288,0.9977388381958008
0.5880149812734082,0.07062600321027288,0.9976298809051514
0.5880149812734082,0.07223113964686999,0.99760240316391
0.5910112359550562,0.07223113964686999,0.9973351359367372
0.5910112359550562,0.0738362760834671,0.9973172545433044
0.5947565543071162,0.0738362760834671,0.9969680905342102
0.5947565543071162,0.0754414125200642,0.9968998432159424
0.59625468164794,0.0754414125200642,0.9966062307357788
0.597752808988764,0.0754414125200642,0.9965936541557312
0.6,0.0754414125200642,0.9962600469589232
0.6,0.07704654895666131,0.9961937665939332
0.6037453183520599,0.07704654895666131,0.9955008625984192
0.6037453183520599,0.07865168539325842,0.9954882264137268
0.6074906367041198,0.07865168539325842,0.9951950907707214
0.6074906367041198,0.08025682182985554,0.995072901248932
0.6157303370786517,0.08025682182985554,0.99327951669693
0.6157303370786517,0.08186195826645265,0.9931939840316772
0.6179775280898876,0.08186195826645265,0.9922754168510436
0.6179775280898876,0.08507223113964688,0.9921234250068665
0.6194756554307116,0.08507223113964688,0.9915868043899536
0.6194756554307116,0.08667736757624397,0.9915640354156494
0.6202247191011236,0.08667736757624397,0.9914388656616212
0.6202247191011236,0.08828250401284109,0.9911441802978516
0.6262172284644195,0.08828250401284109,0.989593267440796
0.6262172284644195,0.0898876404494382,0.9893274307250975
0.6284644194756555,0.0898876404494382,0.9887868762016296
0.6284644194756555,0.09149277688603531,0.988322913646698
0.6299625468164795,0.09149277688603531,0.987829327583313
0.6299625468164795,0.09309791332263243,0.9875940680503844
0.6307116104868914,0.09309791332263243,0.986481785774231
0.6307116104868914,0.09630818619582665,0.9863755106925964
0.6329588014981273,0.09630818619582665,0.985554337501526
0.6329588014981273,0.09791332263242375,0.9853798747062684
0.6337078651685393,0.09791332263242375,0.9852498173713684
0.6337078651685393,0.09951845906902086,0.9848954677581788
0.6344569288389513,0.09951845906902086,0.9847858548164368
0.6344569288389513,0.10112359550561797,0.9844569563865662
0.6389513108614232,0.10112359550561797,0.982801079750061
0.6389513108614232,0.1043338683788122,0.9813408851623536
0.6419475655430712,0.1043338683788122,0.978632628917694
0.6419475655430712,0.10914927768860354,0.9783833622932434
0.650187265917603,0.10914927768860354,0.9714400172233582
0.650187265917603,0.11235955056179775,0.9699351191520692
0.652434456928839,0.11235955056179775,0.9681729674339294
0.652434456928839,0.11556982343499198,0.9669323563575744
0.6561797752808989,0.11556982343499198,0.959490954875946
0.6576779026217229,0.11556982343499198,0.9594579339027404
0.6576779026217229,0.1187800963081862,0.9584437012672424
0.6591760299625468,0.1187800963081862,0.9570842385292052
0.6591760299625468,0.12038523274478331,0.9562720656394958
0.6629213483146067,0.12038523274478331,0.9479767084121704
0.6629213483146067,0.12199036918138041,0.9471644163131714
0.6644194756554307,0.12199036918138041,0.9463912844657898
0.6644194756554307,0.12359550561797752,0.9441115856170654
0.6651685393258427,0.12359550561797752,0.943205952644348
0.6651685393258427,0.12520064205457465,0.9414936900138856
0.6681647940074906,0.12520064205457465,0.93045312166214
0.6681647940074906,0.13001605136436598,0.9223304390907288
0.6711610486891386,0.13001605136436598,0.9189025163650512
0.6711610486891386,0.13162118780096307,0.9186036586761476
0.6719101123595506,0.1332263242375602,0.9136303067207336
0.6786516853932584,0.1332263242375602,0.8830589652061462
0.6786516853932584,0.13643659711075443,0.8782566785812378
0.6838951310861423,0.13643659711075443,0.8572198748588562
0.6853932584269663,0.13643659711075443,0.8416866064071655
0.6861423220973782,0.13804173354735153,0.8346611261367798
0.6861423220973782,0.13964686998394862,0.8336049318313599
0.6883895131086142,0.13964686998394862,0.8217612504959106
0.6883895131086142,0.14125200642054575,0.8155832290649414
0.695880149812734,0.14125200642054575,0.7729088664054871
0.695880149812734,0.14285714285714285,0.7624687552452087
0.7033707865168539,0.14285714285714285,0.714297354221344
0.7033707865168539,0.14606741573033707,0.7080318331718445
0.704119850187266,0.14606741573033707,0.7056480050086975
0.704119850187266,0.1476725521669342,0.6983442902565002
0.7056179775280899,0.1476725521669342,0.671115517616272
0.7056179775280899,0.1492776886035313,0.6672789454460144
0.7071161048689139,0.1492776886035313,0.6579334735870361
0.7071161048689139,0.1508828250401284,0.6482900977134705
0.7078651685393258,0.1508828250401284,0.647201418876648
0.7078651685393258,0.15248796147672553,0.6387048959732056
0.7101123595505618,0.15248796147672553,0.6121658682823181
0.7101123595505618,0.15409309791332262,0.6094524264335632
0.7108614232209738,0.15409309791332262,0.6056163907051086
0.7108614232209738,0.15569823434991975,0.6052872538566589
0.7116104868913857,0.15569823434991975,0.6026158332824707
0.7116104868913857,0.1637239165329053,0.597051203250885
0.7168539325842697,0.1637239165329053,0.5593546032905579
0.7168539325842697,0.16693418940609953,0.5506383776664734
0.7176029962546816,0.16693418940609953,0.536544680595398
0.7176029962546816,0.16853932584269662,0.5327844023704529
0.7191011235955056,0.16853932584269662,0.5247877836227417
0.7205992509363296,0.16853932584269662,0.522516131401062
0.7205992509363296,0.17014446227929375,0.5115041732788086
0.7228464419475655,0.17014446227929375,0.4930227398872375
0.7228464419475655,0.17174959871589085,0.4712314009666443
0.7243445692883895,0.17174959871589085,0.4595851600170135
0.7243445692883895,0.17495987158908508,0.4565095901489258
0.7258426966292135,0.17495987158908508,0.4407338201999664
0.7258426966292135,0.17656500802568217,0.437792420387268
0.7273408239700374,0.17656500802568217,0.4289909303188324
0.7273408239700374,0.1797752808988764,0.4091141521930694
0.7288389513108614,0.1797752808988764,0.3894152343273163
0.7288389513108614,0.18138041733547353,0.3779018521308899
0.7295880149812735,0.18138041733547353,0.3577073216438293
0.7295880149812735,0.18619582664526485,0.317737728357315
0.7325842696629213,0.18619582664526485,0.3032751977443695
0.7325842696629213,0.18780096308186195,0.28684002161026
0.7340823970037453,0.18780096308186195,0.2739965915679931
0.7400749063670412,0.18780096308186195,0.2392172217369079
0.7400749063670412,0.18940609951845908,0.2350432872772216
0.7408239700374532,0.18940609951845908,0.2289468497037887
0.7408239700374532,0.19101123595505617,0.2237471640110016
0.7453183520599251,0.19101123595505617,0.1744282692670822
0.7453183520599251,0.1942215088282504,0.1603174358606338
0.748314606741573,0.1942215088282504,0.1542046219110489
0.748314606741573,0.1958266452648475,0.1525796949863433
0.7490636704119851,0.1958266452648475,0.1429409682750702
0.749812734082397,0.19743178170144463,0.1305545568466186
0.753558052434457,0.19743178170144463,0.1100257486104965
0.753558052434457,0.20064205457463885,0.1075826212763786
0.7543071161048689,0.20064205457463885,0.1025235205888748
0.7543071161048689,0.20224719101123595,0.1017667949199676
0.7558052434456929,0.20224719101123595,0.0975110679864883
0.7558052434456929,0.20545746388443017,0.0944931954145431
0.7573033707865169,0.20545746388443017,0.0893414914608001
0.7617977528089888,0.20545746388443017,0.08601875603199
0.7617977528089888,0.20706260032102727,0.085013747215271
0.7625468164794007,0.2086677367576244,0.0822186395525932
0.7625468164794007,0.2102728731942215,0.0815996974706649
0.7677902621722846,0.2102728731942215,0.0611819066107273
0.7677902621722846,0.21187800963081863,0.0608855932950973
0.7700374531835206,0.21187800963081863,0.0569826252758502
0.7700374531835206,0.21348314606741572,0.056787621229887
0.7707865168539326,0.21348314606741572,0.0533603727817535
0.7707865168539326,0.21508828250401285,0.0529435761272907
0.7715355805243446,0.21508828250401285,0.0494568459689617
0.7715355805243446,0.21669341894060995,0.0487191081047058
0.7745318352059926,0.21669341894060995,0.0444260351359844
0.7745318352059926,0.21829855537720708,0.0442228913307189
0.7752808988764045,0.21829855537720708,0.0389152541756629
0.7752808988764045,0.22150882825040127,0.0374428443610668
0.7760299625468164,0.22150882825040127,0.0297307483851909
0.7760299625468164,0.2231139646869984,0.0288706626743078
0.7767790262172285,0.2231139646869984,0.0278472006320953
0.7782771535580524,0.2231139646869984,0.027645019814372
0.7782771535580524,0.2247191011235955,0.0271866712719202
0.7797752808988764,0.2247191011235955,0.0253444835543632
0.7797752808988764,0.22632423756019263,0.0240102112293243
0.7805243445692884,0.22632423756019263,0.0229057576507329
0.7805243445692884,0.22953451043338685,0.0221146810799837
0.7827715355805244,0.22953451043338685,0.020063379779458
0.7827715355805244,0.23113964686998395,0.0189766846597194
0.7835205992509363,0.23113964686998395,0.0182583127170801
0.7835205992509363,0.23595505617977527,0.017813378944993
0.7850187265917603,0.23595505617977527,0.0171696208417415
0.7850187265917603,0.2391653290529695,0.0148030752316117
0.7857677902621722,0.2391653290529695,0.0146393813192844
0.7857677902621722,0.24077046548956663,0.0145159140229225
0.7865168539325843,0.24077046548956663,0.0143747553229331
0.7865168539325843,0.24237560192616373,0.0142489960417151
0.7902621722846442,0.24237560192616373,0.0127531047910451
0.7902621722846442,0.24558587479935795,0.0125673431903123
0.7925093632958802,0.24558587479935795,0.012114142999053
0.7925093632958802,0.24879614767255218,0.0117436200380325
0.7940074906367042,0.24879614767255218,0.0110145844519138
0.7940074906367042,0.2520064205457464,0.0105550000444054
0.797752808988764,0.2520064205457464,0.0084820752963423
0.797752808988764,0.2552166934189406,0.0077601745724678
0.798501872659176,0.2552166934189406,0.0074218600057065
0.798501872659176,0.2568218298555377,0.0073188142850995
0.800749063670412,0.2568218298555377,0.0069504086859524
0.800749063670412,0.26324237560192615,0.006238845642656
0.802247191011236,0.26324237560192615,0.0060038352385163
0.802247191011236,0.26484751203852325,0.0059911897405982
0.8052434456928839,0.26484751203852325,0.0055070938542485
0.8052434456928839,0.2680577849117175,0.0052543878555297
0.8059925093632959,0.2680577849117175,0.0052308239974081
0.8059925093632959,0.2696629213483146,0.0051453318446874
0.8074906367041198,0.2696629213483146,0.0047154678031802
0.8074906367041198,0.2712680577849117,0.0045090368948876
0.8074906367041198,0.27447833065810595,0.004485800396651
0.8074906367041198,0.27608346709470305,0.0042614145204424
0.8119850187265918,0.27608346709470305,0.0039792121388018
0.8119850187265918,0.27768860353130015,0.003894091816619
0.8127340823970037,0.27768860353130015,0.0038818889297544
0.8127340823970037,0.2808988764044944,0.0037512264680117
0.8142322097378277,0.2808988764044944,0.0034702024422585
0.8142322097378277,0.2841091492776886,0.0033953869715332
0.8157303370786517,0.2841091492776886,0.003377141430974
0.8157303370786517,0.2857142857142857,0.0033069183118641
